Age,Gender,City,Seniority level,Position ,Total years of experience,Yearly salary,Number of vacation days,Main language at work,Company type,Contract,Year
23,Male,Berlin,Middle,Backend Developer,3,80000,28,English,Product,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,15,80000,30,English,Consulting / Agency,unlimited,2020
32,Male,Berlin,Lead,Backend Developer,10,80000,28,English,Product,unlimited,2020
28,Male,Frankfurt,Senior,Frontend Developer,7,80000,29,English,Startup,unlimited,2020
33,Male,Munich,Senior,Software Engineer,11,80000,30,English,Product,unlimited,2020
33,Male,Heidelberg,Senior,Software Engineer,11,80000,30,English,Research institute,Temporary contract,2020
31,Male,Berlin,Middle,ML Engineer,7,80000,28,English,Product,unlimited,2020
30,Male,Berlin,Middle,DevOps,7,80000,30,English,Startup,unlimited,2020
34,Male,Berlin,Senior,Data Scientist,6,80000,27,English,Product,unlimited,2020
33,Male,Berlin,Senior,Software Engineer,10,80000,28,English,Product,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,8,80000,28,English,Product,unlimited,2020
37,Male,Munich,Senior,Software Engineer,15,80000,30,German,Consulting / Agency,unlimited,2020
38,Male,Berlin,Head,Head of IT ,15,80000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,Mobile Developer,9,80000,27,English,Product,unlimited,2020
30,Male,Berlin,Senior,DevOps,11,80000,26,English,Product,unlimited,2020
31,Male,Berlin,Lead,Software Engineer,7,80000,28,English,Product,unlimited,2020
37,Male,Walldorf,Lead,ML Engineer,15,80000,30,English,Product,unlimited,2020
30,Male,Hamburg,Head,Data Scientist,5,80000,25,English,Startup,unlimited,2020
34,Male,France,Senior,Data Scientist,11,80000,25,French,Consulting / Agency,unlimited,2020
33,Male,Munich,Senior,Frontend Developer,14,80000,28,German,Product,unlimited,2020
32,Male,Munich,Lead,Frontend Developer,10,80000,25,English,Startup,unlimited,2020
31,Male,Munich,Lead,Professor,10,80000,365,German,Education,unlimited,2020
32,Male,Hamburg,Lead,Backend Developer,14,80000,28,English,Startup,unlimited,2020
32,Male,Vienna,Lead,DataOps Team Lead,10,80000,25,German,Transport & Logistics,unlimited,2020
32,Female,Munich,Senior,Data Scientist,5,80000,30,German,Product,unlimited,2020
36,Male,Stockholm,Senior,Mobile Developer,14,80000,30,English,Product,unlimited,2020
37,Male,Berlin,Senior,Software Engineer,16,80000,27,English,Product,unlimited,2020
32,Male,Berlin,Senior,Backend Developer,10,80000,24,English,Startup,unlimited,2020
42,Male,Hamburg,Senior,Data Scientist,2,80000,30,German,Old industry,unlimited,2020
40,Male,Berlin,Lead,Backend Developer,20,80000,24,English,Startup,unlimited,2020
30,Female,Munich,Senior,SAP Consultant,10,80200,30,Deutsch,Others,unlimited,2019
28,Male,Amsterdam,Senior,SAP Consultant,6,80500,30,English,Consulting / Agency,Temporary contract,2019
38,Male,Berlin,Head,Manager,15,81000,30,Deutsch,Product,unlimited,2019
30,Male,Munich,Lead,Data Scientist,8,81000,25,English,Startup,unlimited,2019
30,Male,Berlin,Senior,Data Engineer,8,81000,25,English,Product,unlimited,2019
27,Female,Berlin,Middle,Backend Developer,7,81000,28,English,Product,unlimited,2019
37,Male,Frankfurt,Senior,Software Engineer,18,81000,30,English,Product,unlimited,2020
33,Male,Amsterdam,Middle,Backend Developer,9,81000,26,English,Product,unlimited,2019
30,Male,Amsterdam,Senior,Mobile Developer,6,81000,24,English,Product,unlimited,2019
29,Male,Berlin,Senior,Data Scientist,4,81000,29,English,Product,unlimited,2020
31,Male,Berlin,Senior,Data Engineer,9,81000,24,English,Product,unlimited,2020
31,Male,Berlin,Senior,DevOps,11,81000,28,English,Startup,unlimited,2020
40,Male,Bodensee,Lead,Product Manager,17,81000,30,German,Product,unlimited,2020
32,Male,Berlin,Senior,QA Engineer,10,81000,30,English,Product,unlimited,2020
32,Male,Munich,Senior,Backend Developer,11,81200,30,English,Product,unlimited,2020
36,Male,Frankfurt,Senior,Software Engineer,14,81500,30,English,Product,unlimited,2020
32,Male,Berlin,Senior,Backend Developer,11,81600,36,English,Product,unlimited,2019
33,Male,Berlin,Senior,Backend Developer,9,81900,24,English,Startup,unlimited,2020
39,Male,Berlin,Senior,Backend Developer,16,82000,26,English,Startup,unlimited,2019
28,Male,Berlin,Lead,Frontend Developer,8,82000,30,English,Product,unlimited,2019
38,Female,Stuttgart,Senior,Embedded Developer,14,82000,32,Deutsch,Product,unlimited,2019
41,Male,Munich,Senior,Machine Learning Engineer,12,82000,30,English,Product,unlimited,2019
22,Male,Amsterdam,Middle,Frontend Developer,5,82000,27,English,Product,unlimited,2019
32,Male,Amsterdam,Middle,Backend Developer,12,82000,29,English,Product,unlimited,2019
37,Male,Amsterdam,Middle,Fullstack Developer,18,82000,29,English,Product,unlimited,2019
39,Male,Berlin,Senior,Solution Architect,10,82000,30,English,Product,unlimited,2019
27,Male,Berlin,Senior,Backend Developer,8,82000,28,English,Startup,unlimited,2019
46,Male,Munich,Senior,Agile Coach,4,82000,30,English,Product,unlimited,2020
36,Male,Hamburg,Senior,Backend Developer,10,82000,30,German,Product,unlimited,2020
27,Male,Berlin,Middle,Software Engineer,6,82000,30,English,Product,unlimited,2020
31,Male,Berlin,Lead,Software Engineer,10,82000,26,English,Startup,unlimited,2020
27,Male,Berlin,Middle,ML Engineer,6,82000,28,English,Product,unlimited,2020
43,Male,Stuttgart,Senior,SAP Consultant,20,82000,32,German,Product,unlimited,2020
32,Male,Berlin,Senior,Data Engineer,7,82000,30,English,Product,unlimited,2020
37,Male,Berlin,Senior,Data Scientist,10,82000,30,English,Product,unlimited,2020
39,Male,Berlin,Lead,Software Engineer,12,82000,30,English,Product,unlimited,2020
29,Male,Berlin,Senior,DevOps,7,82000,28,English,Consulting / Agency,unlimited,2020
30,Male,Berlin,Lead,Backend Developer,10,82000,29,English,Startup,unlimited,2020
31,Male,Düsseldorf,Senior,Backend Developer,11,82500,30,English,Product,unlimited,2019
35,Male,Amsterdam,Senior,Backend Developer,15,82500,30,English,Product,unlimited,2019
29,Male,Berlin,Head,Frontend Developer,8,82500,30,English,Product,unlimited,2020
23,Male,Berlin,Senior,DevOps,6,83000,30,English,Startup,unlimited,2019
42,Male,Frankfurt,Senior,Manager,18,83000,30,Deutsch,Consulting / Agency,unlimited,2019
32,Male,Berlin,Lead,Software Engineer,10,83000,28,English,Product,unlimited,2019
32,Male,Hilversum,Senior,Fullstack Developer,10,83000,25,English,Product,unlimited,2019
30,Male,Berlin,Senior,Manager,10,83000,24,English,Product,unlimited,2019
36,Male,Berlin,Senior,Mobile Developer,14,83000,30,English,Product,unlimited,2019
38,Male,Stuttgart,Lead,Hardware Engineer,15,83000,30,English,Product,unlimited,2020
32,Male,Berlin,Senior,Software Engineer,12,83000,27,English,Product,unlimited,2020
38,Male,Berlin,Senior,Software Engineer,16,83000,27,English,Startup,unlimited,2020
33,Male,Berlin,Senior,Software Engineer,16,83000,27,English,Product,unlimited,2020
43,Male,Berlin,Lead,DevOps,21,83000,28,German,Startup,unlimited,2020
28,Male,Berlin,Middle,Data Engineer,6,83000,30,English,Product,unlimited,2020
36,Male,Dortmund,Senior,Software Engineer,8,83000,30,English,Product,unlimited,2020
33,Male,Berlin,Senior,Backend Developer,13,83000,30,English,Startup,unlimited,2020
31,Male,Berlin,Senior,Data Analyst,7,83000,26,English,Startup,unlimited,2020
32,Male,Berlin,Lead,Software Engineer,13,83000,30,English,Product,unlimited,2020
37,Male,Eindhoven,Senior,Backend Developer,16,83400,25,English,Product,Temporary contract,2019
37,Male,Lugano,Middle,Fullstack Developer,3,84000,24,Italian,Product,unlimited,2019
35,Male,Berlin,Senior,Backend Developer,10,84000,28,English,Product,unlimited,2019
37,Male,Berlin,Senior,Frontend Developer,14,84000,30,English,IT Department of established business,unlimited,2020
35,Male,Munich,Lead,Software Engineer,16,84000,28,English,Product,unlimited,2020
37,Male,Munich,Head,Software Engineer,14,84000,30,English,Product,unlimited,2020
34,Male,Cologne,Lead,CTO,14,84000,21,English,Product,unlimited,2020
37,Male,Berlin,Senior,Mobile Developer,15,84700,29,English,Product,unlimited,2020
34,Male,Berlin,Senior,Backend Developer,12,85000,25,English,Startup,unlimited,2019
38,Female,Berlin,Senior,Manager,10,85000,26,English,Startup,unlimited,2019
43,Male,Frankfurt,Senior,Backend Developer,10,85000,30,Deutsch,Product,unlimited,2019
29,Male,Munich,Lead,DevOps,10,85000,28,English,Product,unlimited,2019
34,Male,Munich,Senior,Manager,16,85000,28,English,Product,unlimited,2019
36,Male,Berlin,Senior,Frontend Developer,11,85000,28,English,Startup,unlimited,2019
30,Male,Hamburg,Senior,Data Scientist,6,85000,25,English,Startup,unlimited,2019
31,Male,Frankfurt,Senior,Data Scientist,7,85000,30,English,Others,unlimited,2019
36,Male,Munich,Senior,DevOps,15,85000,28,English,Consulting / Agency,unlimited,2019
25,Male,Munich,Middle,Data Scientist,7,85000,30,English,Consulting / Agency,unlimited,2019
31,Male,Munich,Senior,Manager,10,85000,30,Deutsch,Product,unlimited,2019
31,Male,Munich,Senior,Software Architect,12,85000,24,English,Product,unlimited,2019
30,Male,Berlin,Senior,Data Scientist,5,85000,30,Deutsch,Others,unlimited,2019
29,Male,Berlin,Senior,DevOps,8,85000,30,English,Product,unlimited,2019
26,Male,Amsterdam,Middle,Data Scientist,5,85000,24,English,Product,unlimited,2019
39,Male,Berlin,Senior,Data Scientist,5,85000,24,Deutsch,Others,Temporary contract,2019
35,Male,Berlin,Senior,Software Architect,8,85000,28,English,Product,unlimited,2019
37,Male,Berlin,Senior,Data Scientist,15,85000,25,English,Startup,unlimited,2019
36,Male,Hamburg,Lead,Machine Learning Engineer,5,85000,30,Deutsch,Consulting / Agency,unlimited,2019
30,Male,Berlin,Senior,Manager,9,85000,100,English,Product,unlimited,2019
35,Male,Berlin,Senior,SRE,13,85000,28,English,Product,unlimited,2019
31,Male,Berlin,Senior,DevOps Manager,8,85000,26,English,Startup,unlimited,2019
29,Male,Berlin,Lead,Software Engineer,6,85000,28,English,Product,unlimited,2020
26,Male,Berlin,Lead,Software Engineer,8,85000,28,English,Product,unlimited,2020
33,Male,Frankfurt,Middle,Solution Architect,6,85000,28,English,Product,unlimited,2020
40,Male,Munich,Lead,Mobile Developer,25,85000,30,English,Product,unlimited,2020
46,Male,Munich,Senior,Scrum Master,12,85000,30,German,Product,unlimited,2020
31,Male,Munich,Lead,Frontend Developer,12,85000,29,English,Startup,unlimited,2020
29,Male,Berlin,Senior,Backend Developer,9,85000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,Security Engineer,10,85000,28,English,Product,unlimited,2020
37,Male,Berlin,Senior,Software Engineer,15,85000,30,English,Product,unlimited,2020
29,Male,Berlin,Senior,Backend Developer,11,85000,30,English,Product,unlimited,2020
32,Female,Cologne,Senior,Data Scientist,4,85000,30,English,consumer goods,unlimited,2020
33,Male,Berlin,Lead,Technical Lead,10,85000,26,English,Startup,unlimited,2020
34,Male,Berlin,Lead,Software Engineer,13,85000,32,English,Product,unlimited,2020
32,Male,Berlin,Middle,Engineering Manager,10,85000,24,English,Product,unlimited,2020
32,Male,Hamburg,Senior,Product Manager,7,85000,27,English,Product,unlimited,2020
34,Male,Berlin,Lead,QA Engineer,10,85000,30,English,Startup,unlimited,2020
40,Male,Karlsruhe,Lead,Team Manager,20,85000,30,English,Enterprise,unlimited,2020
33,Male,Berlin,Senior,Data Engineer,13,85000,26,English,Startup,unlimited,2020
38,Male,Dublin ,Senior,Mobile Developer,16,85000,24,English,Product,unlimited,2020
32,Male,Amsterdam,Senior,Mobile Developer,13,85000,27,English,Bank,unlimited,2020
34,Male,Berlin,Lead,Frontend Developer,13,85000,30,English,Product,unlimited,2020
36,Male,Berlin,Senior,Product Manager,10,85000,30,English,Product,unlimited,2020
28,Male,Berlin,Middle,Mobile Developer,6,85000,32,English,Product,unlimited,2020
25,Male,Berlin,Senior,Mobile Developer,8,85000,24,English,Startup,unlimited,2020
30,Male,Berlin,Head,Backend Developer,9,85000,25,English,Startup,unlimited,2020
29,Male,Berlin,Lead,Engineering Manager,9,85000,27,English,Product,unlimited,2020
39,Male,Berlin,Senior,Frontend Developer,10,85000,27,English,Product,unlimited,2020
35,Male,Berlin,Lead,Engineering Manager,20,85000,26,English,Product,unlimited,2020
35,Female,Berlin,Senior,Product Manager,13,85000,26,English,Product,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,15,85000,25,English,Product,unlimited,2020
30,Female,Cologne,Senior,Data Scientist,8,85000,30,both,Utilities,unlimited,2020
35,Male,Luttich,Lead,Data Scientist,12,85000,37.5,English,Product,unlimited,2020
35,Male,Berlin,Lead,Team lead,12,85000,28,English,Startup,unlimited,2020
34,Male,Munich,Senior,Data Scientist,10,85000,28,English,Consulting / Agency,unlimited,2020
36,Male,Berlin,Lead,Staff Engineer,15,85000,28,English,Product,unlimited,2020
30,Male,Munich,Lead,DevOps,10,85000,28,English,Product,unlimited,2020
35,Male,Duesseldorf,Senior,DevOps,17,85000,30,English,Consulting / Agency,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,15,85000,30,English,Product,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,9,85000,24,English,Product,unlimited,2020
33,Male,Berlin,Lead,Engineering Manager,15,85000,28,English,Product,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,9,85000,28,English,Startup,unlimited,2020
31,Male,Munich,Senior,Backend Developer,10,85000,27,English,Startup,unlimited,2020
27,Female,Munich,Senior,Backend Developer,6,85600,25,English,Product,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,8,86000,30,English,Product,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,14,86000,25,English,Startup,Temporary contract,2019
29,Male,Amsterdam,Senior,Backend Developer,8,86000,25,English,Product,unlimited,2019
34,Male,Munich,Senior,Backend Developer,15,86000,30,English,Product,unlimited,2019
28,Female,Amsterdam,Senior,Program Manager,10,86000,31,English,Product,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,7,86000,30,English,Product,unlimited,2020
25,Male,Berlin,Senior,Backend Developer,6,86000,28,English,Startup,unlimited,2020
45,Male,Munich,Senior,Data Engineer,18,86700,30,English,Product,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,10,87000,28,English,Product,unlimited,2019
37,Male,Munich,Middle,Business Analyst,15,87000,30,English,Others,unlimited,2019
26,Male,Berlin,Senior,Data Scientist,6,87000,28,English,Startup,unlimited,2019
32,Male,Berlin,Senior,Software Architect,4,87000,30,English,Consulting / Agency,unlimited,2019
30,Male,Berlin,Senior,Backend Developer,7,87000,30,English,Startup,unlimited,2019
33,Male,Berlin,Senior,Backend Developer,10,87000,25,English,Bodyshop / Outsource,unlimited,2019
27,Female,Amsterdam,Senior,Manager,8,87000,29,English,Product,unlimited,2019
28,Male,Frankfurt,Senior,Data Scientist,6,87000,25,Deutsch,Startup,Temporary contract,2019
33,Male,Amsterdam,Senior,Frontend Developer,10,87000,25,English,Product,unlimited,2019
39,Male,Berlin,Senior,Software Engineer,19,87000,365,English,Startup,unlimited,2020
36,Female,Berlin,Senior,Data Scientist,5,87000,30,English,Product,unlimited,2020
30,Male,Amsterdam,Middle,Frontend Developer,10,87500,28,English,Product,unlimited,2019
38,Male,Berlin,Senior,Data Scientist,10,87550,30,German,Product,unlimited,2020
47,Male,Munich,Senior,Backend Developer,25,87600,24,Deutsch,Product,unlimited,2019
40,Male,Berlin,Senior,Backend Developer,18,88000,28,English,Product,unlimited,2019
40,Male,Frankfurt,Senior,Manager,18,88000,30,English,Bodyshop / Outsource,unlimited,2019
32,Male,Berlin,Senior,Manager,10,88000,24,English,Product,unlimited,2019
33,Male,Munich,Senior,DevOps,10,88000,30,English,Product,unlimited,2019
30,Male,Berlin,Senior,SRE,11,88000,25,English,Product,unlimited,2019
33,Female,Berlin,Senior,Software Engineer,12,88000,30,English,Product,unlimited,2020
32,Male,Munich,Senior,Software Engineer,10,88000,30,English,Product,unlimited,2020
36,Male,Berlin,Senior,Software Engineer,10,88000,28,German,Product,unlimited,2020
40,Male,Mannheim,Middle,Software Engineer,9,88000,30,English,Product,unlimited,2020
40,Female,Munich,Senior,SAP Consultant,9,89000,30,English,Product,unlimited,2019
26,Female,Berlin,Middle,Manager,6,89000,30,English,Product,unlimited,2019
25,Male,Amsterdam,Middle,Backend Developer & Team Lead,7,89000,29,English,Product,unlimited,2019
33,Male,Berlin,Senior,Fullstack Developer,10,89000,30,English,Product,unlimited,2019
40,Male,Berlin,Middle,Architect,10,89000,30,English,Others,unlimited,2020
36,Male,Rosenheim,Manager,Data Science Manager,12,89200,24,English,Construction,unlimited,2020
37,Male,Berlin,Lead,Backend Developer,12,89570,30,English,Product,unlimited,2019
38,Male,Berlin,Lead,Software Engineer,13,89570,30,English,Product,unlimited,2020
33,Male,Berlin,Senior,DevOps,12,90000,30,English,Product,unlimited,2019
32,Male,Munich,Senior,DevOps,9,90000,30,English,Product,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,10,90000,30,English,Product,unlimited,2019
32,Male,Munich,Senior,Mobile Developer,14,90000,29,English,Product,unlimited,2019
34,Male,Munich,Senior,Researcher,12,90000,30,English,Product,unlimited,2019
33,Male,Munich,Lead,Backend Developer,11,90000,28,English,Product,unlimited,2019
33,Male,Munich,Senior,Backend Developer,11,90000,28,English,Product,unlimited,2019
30,Male,Berlin,Senior,Data Scientist,8,90000,24,English,Startup,Temporary contract,2019
26,Male,Stuttgart,Senior,Fullstack Developer,6,90000,26,English,Others,unlimited,2019
25,Male,Berlin,Senior,Data Scientist,6,90000,30,Deutsch,Product,unlimited,2019
26,Male,Berlin,Middle,Machine Learning Engineer,7,90000,30,English,Startup,unlimited,2019
25,Female,Berlin,Senior,Manager,7,90000,28,English,Product,unlimited,2019
39,Male,Munich,Senior,Manager,20,90000,32,English,Product,unlimited,2019
29,Male,Berlin,Senior,DevOps,10,90000,24,English,Product,unlimited,2020
30,Male,Berlin,Middle,Data Scientist,8,90000,27,English,Product,unlimited,2019
35,Male,Berlin,Senior,Backend Developer,12,90000,24,English,Startup,unlimited,2019
27,Male,Munich,Senior,Data Scientist,7,90000,28,English,Product,unlimited,2019
34,Male,Munich,Lead,Fullstack Developer,8,90000,30,English,Product,unlimited,2019
29,Male,Amsterdam,Senior,Backend Developer,11,90000,25,English,Product,unlimited,2019
33,Male,Zurich,Senior,Backend Developer,6,90000,24,English,Product,Temporary contract,2019
29,Male,Berlin,Senior,Data Scientist,7,90000,28,English,Product,unlimited,2019
33,Male,Amsterdam,Senior,IT Security,13,90000,25,English,Startup,unlimited,2019
34,Male,Frankfurt,Middle,Data Engineer,4,90000,30,Deutsch,Product,unlimited,2019
33,Male,Munich,Lead,DevOps,15,90000,30,English,Product,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,9,90000,30,English,Product,unlimited,2020
35,Male,Berlin,Senior,Product Manager,10,90000,24,English,Product,unlimited,2020
37,Male,Berlin,Head,Team Lead,12,90000,30,English,Consulting / Agency,unlimited,2020
32,Male,Berlin,Lead,Software Engineer,9,90000,25,English,Product,unlimited,2020
34,Male,Berlin,Senior,ML Engineer,12,90000,27,English,Product,unlimited,2020
30,Male,Berlin,Lead,DevOps,9,90000,30,English,Product,unlimited,2020
27,Male,Berlin,Lead,Tech Lead / Full-Stack,5,90000,30,English,Startup,unlimited,2020
46,Male,Frankfurt,Senior,Software Engineer,23,90000,30,German,Consulting / Agency,unlimited,2020
33,Male,Berlin,Senior,Software Engineer,11,90000,25,English,Product,unlimited,2020
40,Male,Berlin,Head,Product Manager,13,90000,30,English,Product,unlimited,2020
31,Male,Berlin,Middle,Data Scientist,5,90000,27,English,Product,unlimited,2020
30,Male,Berlin,Lead,Data Engineer,5,90000,26,English,Product,unlimited,2020
35,Male,Berlin,Senior,Backend Developer,13,90000,31,English,Startup,unlimited,2020
32,Male,Amsterdam,Senior,Backend Developer,15,90000,25,English,Product,unlimited,2020
27,Male,Berlin,Lead,Software Engineer,2,90000,31,English,Product,unlimited,2020
40,Male,Berlin,Head,Product Manager,13,90000,30,English,Product,unlimited,2020
33,Male,Munich,Lead,Software Engineer,11,90000,28,English,Product,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,8,90000,30,English,Product,unlimited,2020
33,Male,Berlin,Senior,ML Engineer,10,90000,24,English,Product,unlimited,2020
32,Male,Berlin,Senior,Senior Data Engineer,9,90000,30,English,Startup,unlimited,2020
37,Male,Berlin,Lead,Backend Developer,12,90000,28,English,Product,unlimited,2020
28,Male,Berlin,Senior,Data Engineer,7,90000,27,English,Startup,unlimited,2020
40,Male,Berlin,Head,Product Manager,13,90000,30,English,Product,unlimited,2020
33,Male,Heilbronn,Lead,Senior Scrum Master (RTE),7,90000,30,German,Product,unlimited,2020
24,Male,Berlin,Junior,ML Engineer,3,90000,25,English,Startup,unlimited,2020
34,Male,Stuttgart ,Head,Software Engineer,6,90000,30,German,Product,unlimited,2020
35,Male,Frankfurt,Head,Manager ,6,90000,30,English,Product,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,6,90000,28,English,Product,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,10,90000,30,English,Product,unlimited,2020
30,Male,Berlin,Lead,Software Engineer,9,90000,25,English,Product,unlimited,2020
38,Male,Munich,Senior,Software Engineer,16,90000,36,English,Product,unlimited,2020
36,Male,Munich,Head,Software Engineer,13,90000,30,English,Product,unlimited,2020
45,Male,Stuttgart,Head,CTO,27,90000,24,English,Consulting / Agency,unlimited,2020
45,Male,Munich,Senior,Data architect,19,90000,30,English,Multinational ,unlimited,2020
40,Male,Munich,Lead,Data Engineer,15,90000,30,English,Product,unlimited,2020
33,Male,Berlin,Lead,Backend Developer,8,90000,25,English,Product,unlimited,2020
36,Male,Berlin,Lead,DevOps,15,90000,30,English,Startup,unlimited,2020
32,Male,Berlin,Senior,Backend Developer,9,90000,34,English,Product,unlimited,2020
37,Male,Munich,Senior,DevOps,17,90000,30,English,Consulting / Agency,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,11,90000,29,English,Product,unlimited,2020
34,Male,Prague,Lead,Backend Developer,14,90000,30,English,Product,unlimited,2020
38,Male,Berlin,Head,Head of Engineering,18,90000,26,German,Product,unlimited,2020
33,Male,Berlin,Senior,Backend Developer,11,91000,29,English,Product,unlimited,2019
31,Male,Berlin,Senior,Business Analyst,8,91000,28,English,Product,unlimited,2019
34,Male,Berlin,Lead,Software Engineer,16,91000,26,English,Startup,unlimited,2020
32,Male,Munich,Senior,DevOps,14,92000,30,English,Product,unlimited,2019
34,Male,Munich,Senior,Backend Developer,11,92000,30,English,Product,unlimited,2019
34,Male,Munich,Senior,Backend Developer,11,92000,30,English,Product,unlimited,2019
38,Female,Berlin,Senior,SAP Consultant,10,92000,28,Deutsch,Product,unlimited,2019
38,Male,Munich,Lead,ML Engineer,10,92000,30,English,Consulting / Agency,unlimited,2020
38,Male,Berlin,Senior,Software Engineer,12,92000,365,English,Product,unlimited,2020
29,Male,Berlin,Head,AI Management,6,92000,30,German,Product,unlimited,2020
32,Male,Copenhagen,Senior,Data Scientist,6,92000,25,English,Startup,unlimited,2020
31,Male,Munich,Middle,Software Engineer,9,92500,30,English,Product,unlimited,2020
43,Male,Schleswig-Holstein,Senior,Backend Developer,25,93000,30,Deutsch,Product,unlimited,2019
36,Male,Munich,Senior,Tech Lead,10,93000,28,English,Startup,unlimited,2019
45,Male,Schleswig-Holstein,Senior,Software Engineer,26,93000,30,German,Product,unlimited,2020
41,Male,Berlin,Senior,Backend Developer,20,93000,29,English,Product,unlimited,2020
33,Male,Berlin,Head,Backend Developer,10,93000,24,English,Startup,unlimited,2020
39,Female,Munich,Lead,DevOps,11,93000,30,German,Product,unlimited,2020
26,Male,Munich,Senior,Software Engineer,6,93000,30,English,Startup,unlimited,2020
40,Male,Berlin,Senior,Software Architect,18,94000,30,English,Product,unlimited,2019
34,Male,Berlin,Lead,DevOps,12,94000,28,English,Product,unlimited,2020
36,Male,Berlin,Senior,Manager,14,95000,30,English,Others,unlimited,2019
40,Male,Frankfurt,Senior,Software Architect,20,95000,30,English,Bodyshop / Outsource,unlimited,2019
37,Male,Berlin,Senior,Software Architect,15,95000,30,English,Product,unlimited,2019
38,Male,Hamburg,Senior,Frontend Developer,20,95000,15,Russian,Product,unlimited,2019
31,Male,Munich,Senior,Software Engineer,11,95000,30,English,Product,unlimited,2019
28,Male,Berlin,Middle,Data Engineer,2,95000,30,Deutsch,Consulting / Agency,unlimited,2019
42,Male,Berlin,Senior,Software Architect,20,95000,30,English,Product,unlimited,2019
28,Male,Berlin,Senior,Data Scientist,5,95000,30,Deutsch,Product,unlimited,2019
35,Male,Berlin,Senior,Fullstack Developer,16,95000,28,English,Product,unlimited,2019
30,Male,Frankfurt,Senior,Fullstack Developer,9,95000,27,Deutsch,Product,unlimited,2019
40,Male,Munich,Senior,Software Architect,22,95000,30,Deutsch,Product,unlimited,2019
28,Male,Munich,Senior,Frontend Developer,10,95000,30,English,Product,unlimited,2019
35,Male,Berlin,Lead,Software Engineer,15,95000,30,English,Product,unlimited,2020
34,Male,Berlin,Lead,Software Engineer,14,95000,30,English,Product,unlimited,2020
34,Male,Munich,Lead,Software Engineer,12,95000,30,English,Product,unlimited,2020
32,Male,Berlin,Lead,Engineering Manager,9,95000,365,English,Product,unlimited,2020
29,Male,Munich,Senior,Backend Developer,8,95000,30,English,Product,unlimited,2020
34,Male,Munich,Head,Solutions architect,14,95000,24,English,Startup,unlimited,2020
35,Male,Hamburg,Lead,Software Engineer,13,95000,25,English,Startup,unlimited,2020
31,Male,Berlin,Lead,Software Engineer,4,95000,28,English,Startup,unlimited,2020
40,Male,Stuttgart,Senior,Software Engineer,14,95000,24,German,Product,unlimited,2020
28,Male,Berlin,Senior,Backend Developer,7,95000,28,English,Product,unlimited,2020
33,Male,Berlin,Lead,Software Engineer,10,95000,30,English,Product,unlimited,2020
42,Male,Berlin,Lead,Software Engineer,12,95000,30,English,Product,unlimited,2020
42,Male,Berlin,Lead,Software Engineer,12,95000,30,English,Product,unlimited,2020
42,Male,Berlin,Lead,Software Engineer,12,95000,30,English,Product,unlimited,2020
42,Male,Berlin,Lead,Software Engineer,12,95000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,Backend Developer,14,95000,28,English,Product,unlimited,2020
32,Male,Munich,Senior,QA Engineer,12,95000,25,Russian,Product,unlimited,2020
32,Male,Munich,Middle,Software Engineer,13,95000,30,English,Product,unlimited,2020
34,Male,Berlin,Lead,Software Engineer,14,95000,30,English,Product,unlimited,2020
44,Male,Munich,Head,Software Architekt,20,95000,30,German,Product,unlimited,2020
38,Male,Munich,Senior,Data Analyst,16,95000,30,English,Product,unlimited,2020
32,Male,Munich,Head,Software Engineer,10,95000,24,English,Startup,unlimited,2020
41,Male,Berlin,Lead,Software Engineer,19,95500,30,English,Product,unlimited,2020
32,Female,Berlin,Senior,Backend Developer,12,96000,30,English,Product,Temporary contract,2019
38,Male,Munich,Senior,Manager,12,96000,30,English,Consulting / Agency,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,8,96000,28,English,Product,unlimited,2019
27,Male,Berlin,Senior,Data Scientist,6,96000,30,English,Product,unlimited,2019
26,Male,Berlin,Senior,Data Scientist,6,96000,30,English,Startup,unlimited,2019
25,Female,Stuttgart,Senior,SAP Consultant,7,96000,24,Deutsch,Product,unlimited,2019
39,Male,Munich,Senior,Manager,19,96000,31,English,Product,unlimited,2019
27,Male,Berlin,Senior,Fullstack Developer,9,96000,28,English,Product,unlimited,2019
34,Male,Munich,Senior,Manager,12,96000,28,English,Product,unlimited,2019
34,Male,Munich,Middle,Manager,7,96000,30,English,Product,unlimited,2019
35,Male,Berlin,Lead,ML Engineer,10,96000,30,English,Product,unlimited,2020
